CUSTOMER_NO;customer_name;CUSTOMER_SITE_NO;customer_site_name;site_address;CUSTOMER_WORKSITE_NO;CONTRACT_NO;CONTRACT;SERVICE_LINE_FIN;SERVICE_LINE_ENG;WO_NO;WO_PARENT_ID;WORK_ORDER_TYPE;WORK_ORDER_TYPE_ENG;ASSIGNMENT_TYPE;ASSIGNMENT_TYPE_ENG;PRIORITY_ID;WORK_DESCRIPTION;WORK_ORDER_DESCRIPTION;WORK_ORDER_PERFORMED_ACTION;WORK_TYPE_DESCRIPTION_FIN;WORK_TYPE_DESCRIPTION_ENG;PM_NO;PM_ACTION_DESCR;WORK_STARTED_DATETIME;WORK_FINISHED_DATETIME;WORK_FINISHED_DAYS;SLA_REQUIRED_START_DATETIME;SLA_REQUIRED_END_DATETIME;IS_SLA_VIOLATION;WORKTIME_HOURS;WORK_INVOICABLE;IS_SUBCONTRACTOR_WORK
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018705;55018705;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 11:07;2.10.2025 14:45;0.15.00;5.10.2025 3:24;5.10.2025 3:24;1;3.63;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018748;55018748;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 5:00;2.10.2025 13:00;0.33.00;5.10.2025 3:25;5.10.2025 3:25;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55017026;55017026;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Turvapalvelut;Security services;;;2.10.2025 7:30;2.10.2025 15:30;0.33.00;4.10.2025 3:37;4.10.2025 3:37;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;3108277;KT;Kiinteistötekniikka;Technical services;55011010;55011010;Tilaustyö;On-demand work;;;3;;Materiaalit 10/2025;Materiaalit 10/2025;Korjaus ja kunnossapito sähkö;Repairs and maintenance electrical;;;2.10.2025 11:19;28.10.2025 15:01;;9.10.2025 11:17;;0;;TOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55017619;55017619;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 6:00;2.10.2025 14:00;0.33.00;4.10.2025 3:41;4.10.2025 3:41;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;100095322;1104440;KH;Kiinteistöhuolto;Property maintenance;55003654;55003654;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;3;Koneelle tarvitaan pistorasia että saadaan skimmeri toimimaan. Mukana kuva mille koneen sivuseinälle rasia on tarkoitus asentaa. Laitenumero 590;Koneelle tarvitaan pistorasia että saadaan skimmeri toimimaa;02.10.2025 - Käännetty sähköpuolelle. ;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;2.10.2025 9:31;2.10.2025 9:31;0.00.00;3.10.2025 5:00;;0;0.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;1104440;KH;Kiinteistöhuolto;Property maintenance;54987804;54987804;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;Projektitehtaalla special tw ja maalaamon välsen kahviautomaatin yläpuolella. Ylhäällä roikkuva äänenvaimenninlevy on rikkoutunut, voi irrota ja pudota. Ylhäällä roikkuva äänenvaimenninlevy on rikkoutunut, voi irrota ja pudota. Muutenkin näyttää olevan kiinni tosi heppoisesti.;Projektitehtaalla special tw ja maalaamon välsen kahviautoma;02.10.2025 - Akustiikkalevy poistettu.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;2.10.2025 15:53;2.10.2025 15:54;0.00.00;6.10.2025 5:00;;0;0.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55022389;55022389;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Toimitilapalvelut;Workplace and premises services;;;2.10.2025 8:06;2.10.2025 16:06;0.33.00;7.10.2025 3:18;7.10.2025 3:18;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;20012362;KH;Kiinteistöhuolto;Property maintenance;7111389;7111389;EH-työ;Scheduled work;DS-osoitus;Dynamically scheduled;2;Valmet pahvikierros, 2xvk ti/to;Ulkoal. puhtaanapito käsin P1- P6;02.10.2025 - Kierretty modulit ;Ulkoalueiden ja viheralueiden ylläpito;Outdoor area and green area maintenance;534323;Ulkoal. puhtaanapito käsin P1- P6;2.10.2025 7:44;2.10.2025 9:35;0.08.00;2.10.2025 7:00;9.10.2025 0:00;1;1.85;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55016275;55016275;Tilaustyö;On-demand work;;;;;[NAME] ;;Siivouksen lisäpalvelut;Additional cleaning services;;;2.10.2025 15:00;2.10.2025 20:15;0.22.00;4.10.2025 3:33;4.10.2025 3:33;1;5.25;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55017475;55017475;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 6:00;2.10.2025 14:00;0.33.00;4.10.2025 3:40;4.10.2025 3:40;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55019015;55019015;Tilaustyö;On-demand work;;;;;[NAME] ma-pe;;Siivouspalvelut;Cleaning services;;;2.10.2025 7:18;2.10.2025 15:18;0.33.00;5.10.2025 3:27;5.10.2025 3:27;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;1104440;KH;Kiinteistöhuolto;Property maintenance;54997768;54997768;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;VC:n numero 157 (B-toimisto) pöntön viemäri tukossa;VC viemäri tukossa;02.10.2025 - Tukos avattu. ;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;2.10.2025 15:50;2.10.2025 15:51;0.00.00;7.10.2025 17:24;;0;0.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55019045;55019045;Tilaustyö;On-demand work;;;;;[NAME] ma-pe 2;;Siivouspalvelut;Cleaning services;;;2.10.2025 7:31;2.10.2025 15:31;0.33.00;5.10.2025 3:27;5.10.2025 3:27;0;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018659;55018659;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 13:20;2.10.2025 13:53;0.02.00;5.10.2025 3:24;5.10.2025 3:24;0;0.55;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;3108277;KT;Kiinteistötekniikka;Technical services;55011039;55011039;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;Tulityö vahtina Mv- jäähdytykselle;Tulityö vahti;Tehty työ: 02.10.2025 -  Tulityövartiointi ja jälkivartiointi Mv- jäähdytykselle.;Korjaus ja kunnossapito lämpö ja vesi;Repairs and maintenance heating and water systems;;;2.10.2025 11:50;2.10.2025 14:11;0.10.00;9.10.2025 11:32;;0;2.33;TOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55015066;55015066;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 7:59;2.10.2025 14:00;0.25.00;4.10.2025 3:25;4.10.2025 3:25;1;5.51;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55014932;55014932;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 6:00;2.10.2025 9:22;0.14.00;4.10.2025 3:25;4.10.2025 3:25;1;3.36;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;3108277;KT;Kiinteistötekniikka;Technical services;54997741;54997741;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;Luokka 1 Tilan etuosan rasiakourussa koaksiaalikaapelirasia ilman suojakantta. Nämä kaapelit tarpeettomat. Poistetaan tai asennetaan suojakansi. Tilassa muutama kaapelikourussa olevan pistorasian asennusrasia irronnut kourusta.  Luokka 2  Tilassa muutama kaapelikourussa olevan pistorasian asennusrasia irronnut kourusta. Takarivin pöydän pistorasiatornin päällyskansi rikki. Esiin noussut metallijousen pää esillä vaarallisesti. Tehonsyöttöpylväs vaihtoon tai tehonsyötön toteutus muulla luotettavalla tavalla Luokka 4 tarkistetaan lattilistojen kiinnitys, onko tarpeen lisätä kiinnitystä // ;Koulutusluokkien korjauksia luokka 1;Koulutusluokkien korjauksia luokka 1 [NAME]: [NAME], onko tarpeen lisätä kiinnitystä //  Tehty työ: 07.11.2025 - [NAME] järjestelmä: FIMX;Korjaus ja kunnossapito sähkö;Repairs and maintenance electrical;;;2.10.2025 9:27;7.11.2025 8:24;;7.10.2025 17:00;;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;1104440;KH;Kiinteistöhuolto;Property maintenance;7111547;7111547;EH-työ;Scheduled work;DS-osoitus;Dynamically scheduled;3;Päivittäiset työtehtävät;Käyttöhuolto;02.10.2025 - Tehty.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;609873;Käyttöhuolto;2.10.2025 6:58;2.10.2025 15:07;0.34.00;2.10.2025 6:00;9.10.2025 0:00;1;8.13;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55025320;55025320;Tilaustyö;On-demand work;;;;;[NAME] ;;Siivouksen lisäpalvelut;Additional cleaning services;;;2.10.2025 15:00;2.10.2025 21:00;0.25.00;7.10.2025 3:33;7.10.2025 3:33;0;6.00;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55018217;55018217;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 5:00;2.10.2025 11:00;0.25.00;4.10.2025 3:45;4.10.2025 3:45;1;3.96;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018700;55018700;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 5:30;2.10.2025 10:37;0.21.00;5.10.2025 3:24;5.10.2025 3:24;1;5.11;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018653;55018653;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 9:51;2.10.2025 13:20;0.15.00;5.10.2025 3:24;5.10.2025 3:24;1;3.48;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018764;55018764;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 5:30;2.10.2025 13:30;0.33.00;5.10.2025 3:25;5.10.2025 3:25;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55014963;55014963;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 9:52;2.10.2025 13:15;0.14.00;4.10.2025 3:25;4.10.2025 3:25;1;3.38;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018664;55018664;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 5:53;2.10.2025 9:21;0.14.00;5.10.2025 3:24;5.10.2025 3:24;0;3.46;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55015038;55015038;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.10.2025 6:00;2.10.2025 7:59;0.08.00;4.10.2025 3:25;4.10.2025 3:25;1;1.98;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55012605;55012605;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 6:08;1.10.2025 14:00;0.33.00;3.10.2025 3:27;3.10.2025 3:27;1;7.36;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55019007;55019007;Tilaustyö;On-demand work;;;;;[NAME] ma-pe;;Siivouspalvelut;Cleaning services;;;1.10.2025 7:18;1.10.2025 15:18;0.33.00;5.10.2025 3:27;5.10.2025 3:27;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;100095322;1104440;KH;Kiinteistöhuolto;Property maintenance;54989434;54989434;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;Sammuttimen tarkastus, onko riittävä uudelle plasmahitsauskoneelle Kone591. Tarvittaessa vaihto;Sammuttimen tarkastus, onko riittävä uudelle plasmahitsausko;01.10.2025 - Käännetty palopuolelle joka käy tarkastamassa tarvitaanko lisää käsisammuttimia.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;1.10.2025 14:53;1.10.2025 14:54;0.00.00;10.10.2025 23:59;10.10.2025 23:59;0;0.02;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55025298;55025298;Tilaustyö;On-demand work;;;;;[NAME] ;;Siivouksen lisäpalvelut;Additional cleaning services;;;1.10.2025 15:00;1.10.2025 21:00;0.25.00;7.10.2025 3:33;7.10.2025 3:33;1;6.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;1104440;KH;Kiinteistöhuolto;Property maintenance;7108553;7108553;EH-työ;Scheduled work;DS-osoitus;Dynamically scheduled;3;Päivittäiset työtehtävät;Käyttöhuolto;01.10.2025 - Tehty.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;609873;Käyttöhuolto;1.10.2025 6:57;1.10.2025 15:00;0.34.00;1.10.2025 6:00;8.10.2025 0:00;1;7.32;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55022344;55022344;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Toimitilapalvelut;Workplace and premises services;;;1.10.2025 8:00;1.10.2025 15:30;0.31.00;7.10.2025 3:18;7.10.2025 3:18;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018758;55018758;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 5:30;1.10.2025 13:30;0.33.00;5.10.2025 3:25;5.10.2025 3:25;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013697;55013697;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Turvapalvelut;Security services;;;1.10.2025 8:00;1.10.2025 16:00;0.33.00;3.10.2025 3:35;3.10.2025 3:35;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018741;55018741;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 5:00;1.10.2025 13:00;0.33.00;5.10.2025 3:25;5.10.2025 3:25;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018694;55018694;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 7:00;1.10.2025 15:00;0.33.00;5.10.2025 3:24;5.10.2025 3:24;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013161;55013161;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 6:00;1.10.2025 14:00;0.33.00;3.10.2025 3:31;3.10.2025 3:31;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013499;55013499;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 8:01;1.10.2025 14:00;0.25.00;3.10.2025 3:34;3.10.2025 3:34;1;5.48;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;1104440;KH;Kiinteistöhuolto;Property maintenance;55003003;55003003;Tilaustyö;On-demand work;;;3;;Ampiaisten torjunta;Ampiaisten torjunta kohteella PRJ tehdas;Kiinteistöhuollon lisäpalvelut;Additional property maintenance services;;;1.10.2025 10:27;1.10.2025 10:27;0.00.00;8.10.2025 10:26;;0;;TOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;100095322;3108483;KT;Kiinteistötekniikka;Technical services;54982013;54982013;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;FIMX: 10555336/10555338  RJ45 seinäpistorasian lisääminen [NAME] +QDIP TV läheisyyteen. RJ45 seinäpistorasian lisääminen [NAME] +QDIP TV läheisyyteen.  Ilmoittaja: [NAME];RJ45 seinäpistorasian lisääminen [NAME] +QDIP TV lähei;FIMX: 10555336/10555338 Kohde: [NAME] 229  [NAME]: [NAME];Korjaus ja kunnossapito sähkö;Repairs and maintenance electrical;;;1.10.2025 12:22;3.10.2025 13:34;2.05.00;3.10.2025 10:58;;0;7.87;TOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013440;55013440;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 6:00;1.10.2025 14:00;0.33.00;3.10.2025 3:33;3.10.2025 3:33;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018647;55018647;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 5:20;1.10.2025 13:20;0.33.00;5.10.2025 3:24;5.10.2025 3:24;0;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013139;55013139;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 6:00;1.10.2025 14:00;0.33.00;3.10.2025 3:31;3.10.2025 3:31;1;7.48;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55012328;55012328;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Turvapalvelut;Security services;;;1.10.2025 7:30;1.10.2025 15:30;0.33.00;3.10.2025 3:26;3.10.2025 3:26;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013485;55013485;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 6:00;1.10.2025 8:01;0.08.00;3.10.2025 3:33;3.10.2025 3:33;1;2.01;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013636;55013636;Tilaustyö;On-demand work;;;;Uusi työmääräys;Mobiilista luotu;;Siivouspalvelut;Cleaning services;;;1.10.2025 5:00;1.10.2025 11:06;0.25.00;3.10.2025 3:35;3.10.2025 3:35;0;6.10;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55016212;55016212;Tilaustyö;On-demand work;;;;;[NAME] ;;Siivouksen lisäpalvelut;Additional cleaning services;;;1.10.2025 15:00;1.10.2025 20:40;0.24.00;4.10.2025 3:32;4.10.2025 3:32;1;5.66;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55018951;55018951;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.10.2025 7:20;1.10.2025 15:20;0.33.00;5.10.2025 3:26;5.10.2025 3:26;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;55009070;55009070;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;30.9.2025 5:00;30.9.2025 13:00;0.33.00;2.10.2025 3:49;2.10.2025 3:49;0;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013307;55013307;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;30.9.2025 6:00;30.9.2025 9:40;0.15.00;3.10.2025 3:32;3.10.2025 3:32;1;3.66;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55007205;55007205;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;30.9.2025 7:57;30.9.2025 14:00;0.25.00;2.10.2025 3:40;2.10.2025 3:40;1;5.55;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;55013282;55013282;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;30.9.2025 10:10;30.9.2025 14:00;0.16.00;3.10.2025 3:32;3.10.2025 3:32;1;3.83;EPÄTOSI;EPÄTOSI
